order_id,order_date,customer_id,product_id,quantity,discount_pct,base_price,unit_price,revenue,region,customer_segment,year,month,month_name
500043,2024-07-25,20453,24,3,0.0,471.09,453.1,1359.3,West,Consumer,2024,7,Jul
500044,2024-06-15,21916,17,4,0.0,364.39,367.12,1468.48,East,Consumer,2024,6,Jun
500045,2025-11-07,23268,25,4,0.15,408.11,390.39,1327.33,Central,Consumer,2025,11,Nov
500046,2024-04-22,22163,14,4,0.0,323.49,298.92,1195.68,East,Small Business,2024,4,Apr
500047,2025-08-31,20194,28,2,0.15,297.74,311.48,529.52,North,Consumer,2025,8,Aug
500048,2025-07-29,23777,30,4,0.1,300.75,312.14,1123.7,North,Consumer,2025,7,Jul
500049,2024-10-10,21037,10,1,0.15,452.53,469.17,398.79,Central,Consumer,2024,10,Oct
500050,2024-03-04,23906,29,4,0.1,538.73,550.74,1982.66,Central,Consumer,2024,3,Mar
500051,2025-04-29,20807,13,1,0.0,509.47,541.01,541.01,West,Corporate,2025,4,Apr
500052,2025-05-18,23224,23,2,0.0,430.62,436.37,872.74,Central,Consumer,2025,5,May
500053,2024-05-25,21272,20,4,0.05,187.69,191.01,725.84,South,Consumer,2024,5,May
500054,2025-10-04,21739,27,1,0.0,282.82,296.48,296.48,Central,Consumer,2025,10,Oct
500055,2024-08-23,21398,27,1,0.05,282.82,299.32,284.35,East,Consumer,2024,8,Aug
500056,2024-11-15,21804,17,3,0.0,364.39,384.08,1152.24,Central,Small Business,2024,11,Nov
500057,2025-11-15,23174,4,4,0.15,453.41,466.11,1584.77,Central,Consumer,2025,11,Nov
500058,2025-07-20,22066,17,4,0.05,364.39,342.83,1302.75,East,Consumer,2025,7,Jul
500059,2024-11-19,20271,19,3,0.05,495.95,488.67,1392.71,South,Corporate,2024,11,Nov
500060,2025-09-23,23076,23,2,0.05,430.62,427.2,811.68,Central,Consumer,2025,9,Sep
500061,2024-09-01,20452,21,2,0.15,301.42,308.91,525.15,South,Corporate,2024,9,Sep
500062,2024-07-25,22923,11,2,0.1,526.43,544.01,979.22,South,Small Business,2024,7,Jul
500063,2025-05-16,23326,25,4,0.1,408.11,412.34,1484.42,South,Consumer,2025,5,May
500064,2024-07-02,21113,20,4,0.0,187.69,174.71,698.84,Central,Consumer,2024,7,Jul
500065,2025-02-07,21192,23,2,0.0,430.62,406.45,812.9,West,Consumer,2025,2,Feb
500066,2025-01-23,21818,13,2,0.0,509.47,472.45,944.9,Central,Consumer,2025,1,Jan
500067,2025-01-12,22917,11,4,0.0,526.43,561.19,2244.76,South,Consumer,2025,1,Jan
500068,2025-10-25,22709,28,3,0.15,297.74,279.95,713.87,South,Corporate,2025,10,Oct
500069,2024-10-04,22508,21,3,0.05,301.42,297.64,848.27,North,Corporate,2024,10,Oct
500070,2025-05-22,20300,11,1,0.1,526.43,495.13,445.62,North,Small Business,2025,5,May
500071,2024-10-28,23667,12,1,0.0,119.8,118.3,118.3,East,Consumer,2024,10,Oct
500072,2024-05-14,20429,20,3,0.2,187.69,173.33,415.99,West,Consumer,2024,5,May
500073,2024-09-21,22612,14,3,0.2,323.49,325.64,781.54,West,Small Business,2024,9,Sep
500074,2024-10-19,23297,1,3,0.05,118.77,121.06,345.02,East,Corporate,2024,10,Oct
500075,2024-05-07,22903,3,3,0.15,379.36,393.82,1004.24,Central,Small Business,2024,5,May
500076,2025-02-27,23718,18,2,0.1,376.89,347.02,624.64,Central,Consumer,2025,2,Feb
500077,2025-12-28,20475,6,4,0.0,183.47,196.4,785.6,South,Consumer,2025,12,Dec
500078,2024-09-28,20716,24,2,0.2,471.09,457.9,732.64,West,Small Business,2024,9,Sep
500079,2025-02-09,20779,11,3,0.0,526.43,485.09,1455.27,West,Corporate,2025,2,Feb
500080,2024-05-20,23667,25,3,0.0,408.11,419.74,1259.22,East,Consumer,2024,5,May
500081,2024-08-08,23868,24,1,0.2,471.09,494.26,395.41,East,Consumer,2024,8,Aug
500082,2025-08-16,23423,27,4,0.0,282.82,281.16,1124.64,Central,Consumer,2025,8,Aug
500083,2024-04-23,22676,19,3,0.05,495.95,519.5,1480.57,West,Consumer,2024,4,Apr
500084,2025-05-18,20588,16,2,0.15,113.27,104.68,177.96,East,Consumer,2025,5,May
500085,2025-11-26,21700,21,2,0.2,301.42,286.62,458.59,Central,Consumer,2025,11,Nov
500086,2025-07-28,20586,18,1,0.15,376.89,374.41,318.25,West,Corporate,2025,7,Jul
500087,2025-07-13,20404,28,2,0.15,297.74,295.89,503.01,Central,Small Business,2025,7,Jul
500088,2024-04-28,21964,10,4,0.05,452.53,466.44,1772.47,East,Small Business,2024,4,Apr
500089,2024-02-26,23047,4,2,0.2,453.41,450.91,721.46,East,Small Business,2024,2,Feb
500090,2024-04-21,23149,29,1,0.0,538.73,579.83,579.83,South,Consumer,2024,4,Apr
500091,2025-08-25,22515,25,2,0.0,408.11,397.54,795.08,Central,Consumer,2025,8,Aug
500092,2024-03-10,21966,19,1,0.0,495.95,460.51,460.51,West,Consumer,2024,3,Mar
500093,2024-04-11,23906,5,4,0.1,310.91,324.49,1168.16,Central,Consumer,2024,4,Apr
500094,2025-04-24,23288,8,1,0.0,289.09,289.56,289.56,North,Consumer,2025,4,Apr
500095,2024-02-13,23097,10,2,0.0,452.53,442.16,884.32,West,Consumer,2024,2,Feb
500096,2025-10-21,20532,27,3,0.05,282.82,294.04,838.01,Central,Consumer,2025,10,Oct
500097,2025-05-19,20252,11,2,0.0,526.43,487.46,974.92,Central,Consumer,2025,5,May
500098,2025-09-15,20990,20,1,0.0,187.69,196.75,196.75,East,Consumer,2025,9,Sep
500099,2025-05-19,23570,29,4,0.0,538.73,502.65,2010.6,North,Small Business,2025,5,May
500100,2024-07-08,22915,21,2,0.0,301.42,289.84,579.68,East,Small Business,2024,7,Jul
500101,2025-04-02,21033,17,1,0.0,364.39,367.2,367.2,West,Consumer,2025,4,Apr
500102,2024-09-03,22037,4,1,0.05,453.41,421.99,400.89,Central,Small Business,2024,9,Sep
500103,2025-11-21,20031,8,4,0.0,289.09,291.54,1166.16,East,Consumer,2025,11,Nov
500104,2024-12-16,21639,1,3,0.1,118.77,110.47,298.27,West,Corporate,2024,12,Dec
500105,2025-03-20,22203,5,2,0.0,310.91,290.52,581.04,Central,Consumer,2025,3,Mar
500106,2024-01-15,23343,18,2,0.0,376.89,347.61,695.22,Central,Consumer,2024,1,Jan
500107,2024-04-16,22707,21,4,0.0,301.42,287.3,1149.2,East,Small Business,2024,4,Apr
500108,2025-05-06,20560,6,2,0.0,183.47,188.92,377.84,Central,Small Business,2025,5,May
500109,2025-11-14,20235,10,1,0.0,452.53,428.44,428.44,Central,Consumer,2025,11,Nov
500110,2024-06-08,21633,21,3,0.15,301.42,281.14,716.91,East,Small Business,2024,6,Jun
500111,2025-11-24,23776,3,4,0.05,379.36,408.69,1553.02,Central,Small Business,2025,11,Nov
500112,2025-08-18,23614,19,2,0.15,495.95,532.86,905.86,North,Consumer,2025,8,Aug
500113,2025-05-30,20011,15,1,0.05,203.7,195.11,185.35,Central,Consumer,2025,5,May
500114,2025-01-12,23642,10,4,0.0,452.53,424.38,1697.52,South,Consumer,2025,1,Jan
500115,2024-01-03,20099,14,4,0.2,323.49,341.26,1092.03,Central,Small Business,2024,1,Jan
500116,2024-04-23,21469,14,4,0.0,323.49,330.34,1321.36,South,Consumer,2024,4,Apr
500117,2024-03-23,20058,27,2,0.15,282.82,261.09,443.85,East,Consumer,2024,3,Mar
500118,2025-07-01,21707,25,3,0.0,408.11,426.06,1278.18,Central,Small Business,2025,7,Jul
500119,2024-07-17,22933,29,2,0.1,538.73,564.23,1015.61,Central,Small Business,2024,7,Jul
500120,2025-08-13,20305,21,1,0.1,301.42,277.47,249.72,Central,Consumer,2025,8,Aug
500121,2025-06-29,23950,15,3,0.0,203.7,198.74,596.22,South,Consumer,2025,6,Jun
500122,2025-09-17,20857,10,2,0.0,452.53,442.72,885.44,Central,Consumer,2025,9,Sep
500123,2025-09-28,23315,18,4,0.1,376.89,351.23,1264.43,South,Consumer,2025,9,Sep
500124,2024-03-18,20071,16,4,0.1,113.27,113.11,407.2,South,Consumer,2024,3,Mar
500125,2025-04-30,20807,26,1,0.0,173.18,163.5,163.5,West,Corporate,2025,4,Apr
500126,2024-12-09,22134,14,1,0.15,323.49,298.36,253.61,Central,Consumer,2024,12,Dec
500127,2025-07-16,20307,21,1,0.05,301.42,278.91,264.96,West,Corporate,2025,7,Jul
500128,2024-02-07,23954,2,1,0.1,177.67,181.91,163.72,Central,Small Business,2024,2,Feb
500129,2024-11-18,23246,14,2,0.05,323.49,340.39,646.74,East,Consumer,2024,11,Nov
500130,2025-12-01,20586,11,4,0.0,526.43,494.77,1979.08,West,Corporate,2025,12,Dec
500131,2024-01-07,21234,20,3,0.0,187.69,177.97,533.91,South,Small Business,2024,1,Jan
500132,2024-12-07,23801,4,3,0.1,453.41,458.19,1237.11,East,Consumer,2024,12,Dec
500133,2024-08-11,23006,5,2,0.2,310.91,305.09,488.14,East,Small Business,2024,8,Aug
500134,2025-07-11,21629,6,2,0.1,183.47,178.99,322.18,South,Consumer,2025,7,Jul
500135,2024-10-31,21149,17,2,0.05,364.39,361.82,687.46,Central,Consumer,2024,10,Oct
500136,2024-07-01,20202,11,4,0.15,526.43,528.96,1798.46,Central,Consumer,2024,7,Jul
500137,2025-03-04,23870,3,1,0.05,379.36,397.49,377.62,East,Consumer,2025,3,Mar
500138,2024-06-02,20642,30,3,0.05,300.75,315.34,898.72,West,Corporate,2024,6,Jun
500139,2025-01-08,20286,19,3,0.0,495.95,505.99,1517.97,East,Small Business,2025,1,Jan
500140,2024-12-18,21813,18,2,0.1,376.89,357.02,642.64,Central,Small Business,2024,12,Dec
500141,2025-12-28,21924,20,2,0.05,187.69,177.51,337.27,West,Small Business,2025,12,Dec
500142,2025-03-20,20820,10,2,0.15,452.53,459.63,781.37,West,Consumer,2025,3,Mar
500143,2025-11-03,20937,1,2,0.0,118.77,119.49,238.98,Central,Small Business,2025,11,Nov
500144,2024-07-18,22675,5,3,0.05,310.91,299.27,852.92,North,Consumer,2024,7,Jul
500145,2024-01-31,22123,25,2,0.0,408.11,417.16,834.32,South,Consumer,2024,1,Jan
500146,2024-09-11,20947,12,3,0.1,119.8,119.36,322.27,West,Corporate,2024,9,Sep
500147,2024-11-25,21600,30,4,0.2,300.75,292.0,934.4,Central,Consumer,2024,11,Nov
500148,2024-10-30,23100,9,1,0.2,308.58,320.5,256.4,Central,Consumer,2024,10,Oct
500149,2024-01-05,23961,15,3,0.05,203.7,209.62,597.42,West,Consumer,2024,1,Jan
500150,2024-01-08,20838,27,4,0.05,282.82,284.62,1081.56,Central,Consumer,2024,1,Jan
500151,2025-02-08,20765,22,4,0.0,356.25,381.96,1527.84,South,Consumer,2025,2,Feb
500152,2024-06-24,22350,16,2,0.2,113.27,116.13,185.81,Central,Consumer,2024,6,Jun
500153,2024-09-18,21547,18,2,0.0,376.89,405.71,811.42,South,Consumer,2024,9,Sep
500154,2025-07-19,22091,29,2,0.1,538.73,540.53,972.95,South,Consumer,2025,7,Jul
500155,2024-10-07,21986,15,4,0.05,203.7,205.21,779.8,East,Small Business,2024,10,Oct
500156,2025-08-17,23214,10,4,0.05,452.53,443.38,1684.84,South,Small Business,2025,8,Aug
500157,2024-12-25,20172,23,3,0.05,430.62,400.34,1140.97,Central,Consumer,2024,12,Dec
500158,2025-06-22,22433,4,1,0.05,453.41,487.25,462.89,North,Consumer,2025,6,Jun
500159,2024-07-28,23953,2,1,0.05,177.67,179.87,170.88,Central,Consumer,2024,7,Jul
500160,2024-04-11,22061,26,2,0.1,173.18,168.18,302.72,Central,Consumer,2024,4,Apr
500161,2024-07-09,20669,28,3,0.2,297.74,277.18,665.23,West,Corporate,2024,7,Jul
500162,2024-04-13,23622,20,2,0.0,187.69,176.87,353.74,Central,Small Business,2024,4,Apr
500163,2024-12-13,20626,6,4,0.05,183.47,197.3,749.74,Central,Consumer,2024,12,Dec
500164,2024-08-15,23526,21,3,0.0,301.42,295.19,885.57,West,Consumer,2024,8,Aug
500165,2024-07-12,22407,29,3,0.1,538.73,566.67,1530.01,West,Consumer,2024,7,Jul
500166,2024-06-05,23530,5,1,0.15,310.91,296.49,252.02,Central,Consumer,2024,6,Jun
500167,2024-10-25,20339,6,3,0.05,183.47,171.51,488.8,South,Consumer,2024,10,Oct
500168,2024-01-17,20948,10,1,0.0,452.53,476.01,476.01,North,Consumer,2024,1,Jan
500169,2024-10-04,23303,9,4,0.05,308.58,317.63,1206.99,South,Consumer,2024,10,Oct
500170,2024-06-10,22874,2,1,0.05,177.67,190.1,180.6,North,Small Business,2024,6,Jun
500171,2025-01-26,22547,3,1,0.0,379.36,396.83,396.83,Central,Corporate,2025,1,Jan
500172,2024-12-20,22561,9,4,0.05,308.58,309.54,1176.25,Central,Consumer,2024,12,Dec
500173,2024-11-30,23848,8,4,0.05,289.09,296.86,1128.07,South,Small Business,2024,11,Nov
500174,2025-03-20,23397,21,1,0.0,301.42,316.92,316.92,Central,Consumer,2025,3,Mar
500175,2024-02-11,20922,24,1,0.05,471.09,505.75,480.46,West,Consumer,2024,2,Feb
500176,2024-03-06,22528,25,3,0.05,408.11,398.28,1135.1,Central,Consumer,2024,3,Mar
500177,2024-12-16,22622,27,4,0.15,282.82,297.66,1012.04,Central,Small Business,2024,12,Dec
500178,2024-10-01,20768,29,1,0.0,538.73,520.77,520.77,Central,Small Business,2024,10,Oct
500179,2024-08-06,21087,23,2,0.15,430.62,436.44,741.95,West,Small Business,2024,8,Aug
500180,2024-10-02,21149,11,3,0.0,526.43,536.57,1609.71,Central,Consumer,2024,10,Oct
500181,2024-06-28,22886,7,3,0.05,208.23,191.64,546.17,East,Consumer,2024,6,Jun
500182,2024-04-07,21940,8,1,0.15,289.09,296.48,252.01,South,Consumer,2024,4,Apr
500183,2024-06-14,22020,22,1,0.15,356.25,356.41,302.95,East,Consumer,2024,6,Jun
500184,2025-11-23,22215,26,3,0.1,173.18,169.22,456.89,Central,Corporate,2025,11,Nov
500185,2024-03-26,20531,2,4,0.0,177.67,183.93,735.72,West,Consumer,2024,3,Mar
500186,2025-12-27,21708,11,4,0.0,526.43,540.64,2162.56,Central,Consumer,2025,12,Dec
500187,2025-05-08,21480,14,4,0.0,323.49,330.8,1323.2,East,Consumer,2025,5,May
500188,2024-03-23,23448,13,4,0.05,509.47,504.36,1916.57,North,Small Business,2024,3,Mar
500189,2025-08-02,20324,17,3,0.0,364.39,344.95,1034.85,North,Consumer,2025,8,Aug
500190,2024-07-18,23409,7,3,0.15,208.23,214.79,547.71,East,Consumer,2024,7,Jul
500191,2024-12-22,23706,3,1,0.0,379.36,407.42,407.42,Central,Corporate,2024,12,Dec
500192,2024-01-09,22997,2,4,0.15,177.67,185.47,630.6,Central,Consumer,2024,1,Jan
500193,2024-01-13,23802,1,3,0.0,118.77,114.67,344.01,South,Consumer,2024,1,Jan
500194,2025-07-31,21782,6,4,0.15,183.47,179.86,611.52,West,Small Business,2025,7,Jul
500195,2025-03-05,20688,23,4,0.0,430.62,433.13,1732.52,Central,Small Business,2025,3,Mar
500196,2024-11-02,23050,6,2,0.0,183.47,195.72,391.44,Central,Small Business,2024,11,Nov
500197,2025-11-17,20485,12,4,0.0,119.8,126.5,506.0,Central,Corporate,2025,11,Nov
500198,2025-12-18,23436,23,2,0.1,430.62,413.67,744.61,South,Consumer,2025,12,Dec
500199,2025-12-07,22300,30,1,0.05,300.75,290.17,275.66,South,Consumer,2025,12,Dec
500200,2024-12-28,22424,20,2,0.15,187.69,198.47,337.4,North,Small Business,2024,12,Dec
500201,2025-08-28,22123,4,2,0.0,453.41,467.64,935.28,South,Consumer,2025,8,Aug
500202,2024-02-19,22424,2,2,0.2,177.67,186.38,298.21,North,Small Business,2024,2,Feb
500203,2025-06-18,23497,5,2,0.0,310.91,288.58,577.16,East,Consumer,2025,6,Jun
500204,2025-08-22,20939,1,3,0.05,118.77,122.25,348.41,East,Consumer,2025,8,Aug
500205,2024-01-03,21931,7,3,0.0,208.23,221.31,663.93,Central,Consumer,2024,1,Jan
500206,2025-07-26,21421,15,2,0.05,203.7,205.11,389.71,East,Consumer,2025,7,Jul
500207,2025-10-10,20693,26,3,0.1,173.18,180.3,486.81,East,Small Business,2025,10,Oct
500208,2024-05-27,22741,18,4,0.05,376.89,353.47,1343.19,Central,Small Business,2024,5,May
500209,2025-11-04,21953,26,4,0.15,173.18,182.03,618.9,Central,Consumer,2025,11,Nov
500210,2024-05-12,23609,21,3,0.1,301.42,279.86,755.62,West,Consumer,2024,5,May
500211,2025-11-22,20899,3,4,0.05,379.36,380.64,1446.43,Central,Small Business,2025,11,Nov
500212,2025-11-13,22750,10,2,0.15,452.53,430.77,732.31,Central,Consumer,2025,11,Nov
500213,2024-12-22,23005,15,1,0.1,203.7,219.96,197.96,West,Consumer,2024,12,Dec
500214,2025-12-28,21369,17,4,0.2,364.39,372.11,1190.75,Central,Small Business,2025,12,Dec
500215,2025-01-21,22601,23,3,0.05,430.62,464.85,1324.82,East,Small Business,2025,1,Jan
500216,2025-06-07,23147,19,3,0.15,495.95,515.8,1315.29,Central,Consumer,2025,6,Jun
500217,2024-11-26,21060,24,4,0.0,471.09,470.08,1880.32,North,Consumer,2024,11,Nov
500218,2024-05-04,21924,1,2,0.15,118.77,126.57,215.17,West,Small Business,2024,5,May
500219,2024-08-18,21602,11,2,0.05,526.43,506.27,961.91,Central,Consumer,2024,8,Aug
500220,2024-05-24,21440,30,4,0.0,300.75,323.65,1294.6,West,Consumer,2024,5,May
500221,2024-05-22,21914,5,4,0.1,310.91,293.48,1056.53,East,Consumer,2024,5,May
500222,2025-05-02,21408,29,2,0.15,538.73,539.6,917.32,Central,Consumer,2025,5,May
500223,2024-02-18,23977,11,2,0.05,526.43,557.89,1059.99,Central,Consumer,2024,2,Feb
500224,2024-03-03,23199,12,1,0.05,119.8,122.07,115.97,North,Consumer,2024,3,Mar
500225,2025-11-10,21397,4,1,0.15,453.41,475.84,404.46,Central,Corporate,2025,11,Nov
500226,2024-05-25,23423,18,4,0.0,376.89,382.19,1528.76,Central,Consumer,2024,5,May
500227,2025-03-08,21586,8,2,0.15,289.09,288.39,490.26,East,Corporate,2025,3,Mar
500228,2024-01-07,21308,12,3,0.1,119.8,125.56,339.01,West,Small Business,2024,1,Jan
500229,2025-06-29,22484,23,4,0.05,430.62,421.81,1602.88,West,Consumer,2025,6,Jun
500230,2025-01-30,20822,26,1,0.05,173.18,178.61,169.68,Central,Consumer,2025,1,Jan
500231,2024-01-19,20552,22,2,0.0,356.25,331.08,662.16,East,Small Business,2024,1,Jan
500232,2025-03-26,22147,3,1,0.0,379.36,365.88,365.88,North,Consumer,2025,3,Mar
500233,2024-04-28,20846,19,3,0.05,495.95,531.34,1514.32,West,Consumer,2024,4,Apr
500234,2025-12-09,23375,6,4,0.0,183.47,181.67,726.68,East,Consumer,2025,12,Dec
500235,2025-01-03,21451,28,1,0.0,297.74,304.6,304.6,South,Small Business,2025,1,Jan
500236,2024-03-11,20425,22,1,0.05,356.25,335.43,318.66,West,Consumer,2024,3,Mar
500237,2024-12-14,22033,18,3,0.05,376.89,348.43,993.03,South,Small Business,2024,12,Dec
500238,2025-10-31,21951,8,3,0.0,289.09,284.25,852.75,West,Small Business,2025,10,Oct
500239,2025-08-07,20796,30,3,0.05,300.75,285.61,813.99,South,Consumer,2025,8,Aug
500240,2024-08-11,20002,30,1,0.0,300.75,296.94,296.94,West,Consumer,2024,8,Aug
500241,2025-01-12,20732,19,1,0.15,495.95,486.45,413.48,Central,Consumer,2025,1,Jan
500242,2025-10-06,22370,26,4,0.0,173.18,175.72,702.88,Central,Consumer,2025,10,Oct
500243,2024-10-15,21887,22,2,0.15,356.25,370.15,629.26,Central,Consumer,2024,10,Oct
500244,2025-05-10,21036,25,1,0.05,408.11,400.52,380.49,South,Corporate,2025,5,May
500245,2024-12-11,22054,4,4,0.1,453.41,461.69,1662.08,South,Consumer,2024,12,Dec
500246,2024-08-29,21490,6,3,0.05,183.47,171.32,488.26,North,Consumer,2024,8,Aug
500247,2024-04-13,21425,9,4,0.05,308.58,295.61,1123.32,Central,Consumer,2024,4,Apr
500248,2025-10-08,21285,6,4,0.15,183.47,192.9,655.86,West,Consumer,2025,10,Oct
500249,2025-02-01,21900,22,1,0.0,356.25,373.53,373.53,Central,Consumer,2025,2,Feb
500250,2025-03-11,21967,25,3,0.2,408.11,392.88,942.91,West,Corporate,2025,3,Mar
500251,2024-01-20,20586,21,3,0.1,301.42,323.35,873.04,West,Corporate,2024,1,Jan
500252,2025-04-22,22723,13,2,0.15,509.47,543.96,924.73,Central,Consumer,2025,4,Apr
500253,2024-05-30,21350,22,4,0.2,356.25,373.81,1196.19,West,Consumer,2024,5,May
500254,2025-10-13,20400,23,2,0.0,430.62,415.85,831.7,South,Consumer,2025,10,Oct
500255,2025-04-27,20801,3,1,0.2,379.36,367.0,293.6,West,Consumer,2025,4,Apr
500256,2024-11-28,22618,19,4,0.05,495.95,499.83,1899.35,East,Consumer,2024,11,Nov
500257,2024-10-10,22237,1,3,0.05,118.77,113.97,324.81,West,Consumer,2024,10,Oct
500258,2024-03-23,21115,27,3,0.0,282.82,287.64,862.92,Central,Consumer,2024,3,Mar
500259,2025-06-02,22086,2,3,0.0,177.67,175.75,527.25,Central,Consumer,2025,6,Jun
500260,2024-02-29,23001,24,4,0.0,471.09,462.44,1849.76,Central,Consumer,2024,2,Feb
500261,2025-12-01,22647,2,3,0.0,177.67,184.07,552.21,West,Consumer,2025,12,Dec
500262,2024-08-24,20427,21,1,0.0,301.42,303.86,303.86,South,Consumer,2024,8,Aug
500263,2025-10-28,22756,3,2,0.1,379.36,360.99,649.78,South,Corporate,2025,10,Oct
500264,2025-09-18,23187,20,4,0.1,187.69,181.06,651.82,East,Consumer,2025,9,Sep
500265,2024-12-06,20936,7,4,0.0,208.23,213.35,853.4,South,Corporate,2024,12,Dec
500266,2025-11-25,22764,24,1,0.1,471.09,434.94,391.45,West,Small Business,2025,11,Nov
500267,2025-05-17,21989,30,1,0.05,300.75,323.63,307.45,South,Consumer,2025,5,May
500268,2025-02-16,20393,15,2,0.0,203.7,202.15,404.3,East,Consumer,2025,2,Feb
500269,2024-06-30,23578,7,4,0.05,208.23,220.5,837.9,West,Consumer,2024,6,Jun
500270,2025-02-20,23550,16,3,0.0,113.27,119.47,358.41,South,Consumer,2025,2,Feb
500271,2025-03-22,23307,4,3,0.05,453.41,467.54,1332.49,East,Consumer,2025,3,Mar
500272,2024-06-29,20301,29,4,0.0,538.73,569.09,2276.36,Central,Consumer,2024,6,Jun
500273,2025-02-23,23585,2,2,0.05,177.67,168.72,320.57,West,Corporate,2025,2,Feb
500274,2025-10-07,20548,24,3,0.1,471.09,489.02,1320.35,North,Consumer,2025,10,Oct
500275,2024-12-20,21799,23,3,0.05,430.62,425.37,1212.3,Central,Consumer,2024,12,Dec
500276,2024-10-12,20750,27,1,0.05,282.82,294.85,280.11,East,Corporate,2024,10,Oct
500277,2025-03-18,22095,24,2,0.2,471.09,499.56,799.3,West,Consumer,2025,3,Mar
500278,2024-12-18,20764,21,1,0.1,301.42,293.19,263.87,Central,Small Business,2024,12,Dec
500279,2025-04-29,21813,7,2,0.0,208.23,203.79,407.58,Central,Small Business,2025,4,Apr
500280,2025-12-02,23663,12,4,0.2,119.8,122.04,390.53,South,Consumer,2025,12,Dec
